Scenario,Time_Step,Total_Population,Age_Class_1,Age_Class_2,Age_Class_3,Age_Class_4,Age_Class_5,Age_Class_6,Age_Class_7,Age_Class_8
No_Harvest,43,765163.2709633508,201434.16357163084,158130.71224887145,126892.808504087,101816.642029857,69481.40733260068,44423.23907448022,35613.89692238881,27370.401279434653
No_Harvest,44,896775.9013994847,236159.64032230515,185319.4304859003,148642.86951393957,119279.239993842,81453.31362388565,52111.05549945067,41757.844730011435,32052.50723014996
No_Harvest,45,1051120.1388898015,276848.87815394835,217266.86909652068,174200.26465674685,139724.29734310348,95423.39199507366,61089.98521791444,48984.3921694837,37582.06025701034
No_Harvest,46,1231987.544008435,324449.94945056684,254700.96790163245,204230.85695073006,163748.24877734232,111779.43787448281,71567.54399630548,57424.58610483964,44085.952952535365
No_Harvest,47,1443848.0313747972,380169.36624043435,298493.95349452144,239418.9098275353,191977.00553368664,130998.59902187393,83834.57840586243,67273.49135652724,51682.12749435573
No_Harvest,48,1692078.9888733819,445503.8807937072,349755.81694119953,280584.31628485105,225053.77523788353,153581.60442694934,98248.94926640578,78804.50370151075,60546.142220874564
No_Harvest,49,1983061.2522287203,522170.6675137202,409863.5703302105,328770.46792472864,263749.2573077603,180043.02019030694,115186.2033202124,92354.01231042153,70924.05333135976
No_Harvest,50,2324204.387764173,612066.0645025877,480397.01411262236,385271.7561103991,309044.23984924547,210999.40584620845,135032.26514273064,108275.03112099979,83118.61107937947
Sustainable_Uniform,0,760.0,120.0,110.0,100.0,95.0,160.0,110.0,45.0,20.0
Sustainable_Uniform,1,906.7430143182042,354.0965003689232,94.1982015439256,88.22548948951003,80.20499044500912,64.84658801936907,102.38934950426696,88.22548948951003,34.5564054576901
Sustainable_Uniform,2,930.371760999088,259.9818361246128,277.9604458979213,75.55165854767596,70.76124541512404,54.747578657736206,41.497499780464935,82.1213679866043,67.75012858894856
Sustainable_Uniform,3,882.6978009786635,215.3997645228844,204.08184497521765,222.9381490733325,60.59620051920941,48.301319254442284,35.03480603562062,33.28306573383958,63.06265086411711
Sustainable_Uniform,4,818.3576132827258,180.84994941696405,169.08558692533984,163.68382426237162,178.80752116254652,41.362703690613166,30.909629116626686,28.099662833296993,25.55873587496694
Sustainable_Uniform,5,768.4122015741062,164.65805013578623,141.96449986989944,135.61507883735638,131.28259560966066,122.0532385220239,26.469377028872653,24.79106507957819,21.578296490928793
Sustainable_Uniform,6,809.2843831167586,249.41140936821137,129.25410160433833,113.86261355595782,108.77006102349326,89.61293043803259,78.10594810724479,21.229761316860746,19.03755770261969
Sustainable_Uniform,7,848.0356352196012,246.71976726134963,195.78421839184426,103.66823984154192,91.32349832299361,74.24597195823264,57.346310342008,62.64486821639945,16.302760885231663
Sustainable_Uniform,8,869.6421376684041,231.84464120418386,193.6713196779586,157.02871365401447,83.14710185941783,62.3370239183022,47.51247982572178,45.99460273037279,48.106254798432516
Sustainable_Uniform,9,842.0438670006372,208.69541234930483,181.99456865859025,155.33406344242974,125.94486478212302,56.75585115033878,39.89154580641808,38.10737990440704,35.32018090702538
Sustainable_Uniform,10,810.8234322252416,192.8984445599099,163.82277094810397,145.96872640305784,124.58567074184516,85.96941852296293,36.31996674902618,31.995010502404053,29.26342379793159
Sustainable_Uniform,11,813.4234880447541,219.77647718967458,151.42238798470126,131.39403778567595,117.07420306427404,85.04163856540207,55.014705248914076,29.13042586068693,24.569612345425057
Sustainable_Uniform,12,829.9296395386259,229.74580111249796,172.52124077439112,121.44831181473427,105.38457545131305,79.91434330320985,54.42098783430312,44.12453908824146,22.36984015993508
Sustainable_Uniform,13,846.1421324045023,229.40948633994088,180.34701064221443,138.37064467871156,97.4076068866325,71.93505418828856,51.139860167977055,43.64834809258239,33.884121408154826
Sustainable_Uniform,14,842.1333872023506,219.36409257731526,180.08300858615166,144.64730265344767,110.98016234325812,66.49001003926438,46.03364628058162,41.016719961317015,33.51844476101491
Sustainable_Uniform,15,828.1685513800247,208.7985070634669,172.19752503415248,144.43555982960788,116.01435527216111,75.75457753469428,42.54918047782787,36.92128160082978,31.497564567284485
Sustainable_Uniform,16,822.8716793582855,214.86450119255994,163.90369875362688,138.11100850018417,115.84452696053242,79.19089579649,48.47788697342439,34.12656613667153,28.352595044796157
Sustainable_Uniform,17,826.9707497838926,221.23443438591565,168.66541323309838,131.45894592436295,110.77192117107845,79.0749717274562,50.676901920392496,38.881684614977345,26.206476806611068
Sustainable_Uniform,18,835.3609858292825,224.26197336639902,173.66571532284055,135.27807856764167,105.436635017745,75.61243301363106,50.60271823276588,40.64540434307744,29.85802796518196
Sustainable_Uniform,19,837.445751890484,221.459280551139,176.04228804838775,139.288570380941,108.49976998936891,71.97058982257151,48.386923941879026,40.58590532350476,31.212423832692043
Sustainable_Uniform,20,832.8930387624165,216.04641744211756,173.8422161927413,141.19470030838482,111.71638456502352,74.0614724704938,46.05638672107195,38.808727724217896,31.16673333836564
Sustainable_Uniform,21,828.7370673663361,216.07548327772912,169.59319977546394,139.43013288678026,113.2451958911993,76.25711963054192,47.39441243488771,36.939520568952204,29.802002900781606
Sustainable_Uniform,22,828.4721128230468,218.52451721272155,169.61601602080546,136.02220967529607,111.82992475930561,77.30067961188787,48.79948046275158,38.0126839648699,28.36660111540879
Sustainable_Uniform,23,831.7152374922061,220.90742223726184,171.53847095577487,136.04050944269213,109.09660027316147,76.33462167477613,49.46728938561844,39.13961864236399,29.190704880557313
Sustainable_Uniform,24,833.9750795993356,220.82309380678564,173.4090156871222,137.58241423959396,109.11127759985294,74.46886623397357,48.84907661209153,39.67523472514028,30.05610069477547
Sustainable_Uniform,25,833.1967780905102,218.64250177009762,173.34281913303985,139.0826844626407,110.34796219487919,74.47888491352292,47.655117325105145,39.17939722920319,30.46741106202163
Sustainable_Uniform,26,831.1974094473295,217.69247823826217,171.63108706506472,139.02959152276404,111.55125378392316,75.32304045503415,47.66152861311734,38.22178229715846,30.086647472005456
Sustainable_Uniform,27,830.1857603849813,218.21072576572362,170.88533283070382,137.6566969812004,111.50867059656811,76.14440207547527,48.20173196796581,38.22692447009605,29.35127569724821
Sustainable_Uniform,28,831.0271875246367,219.41082992082087,171.29214937271593,137.058564868788,110.40754066068695,76.11533497645459,48.72734873062042,38.66019451923588,29.3552244753141
Sustainable_Uniform,29,832.2956603244877,219.90662344458846,172.23421314834556,137.38485203743755,109.92780885707803,75.36370845742428,48.70874772211602,39.081765393500376,29.687941263997416
Sustainable_Uniform,30,832.5599912517171,219.26412310114603,172.62340363397917,138.14043419866718,110.1895074495167,75.0362456087041,48.227756782405585,39.06684645640675,30.011674020891565
Sustainable_Uniform,31,831.8858350298866,218.60431061797786,172.11905049361556,138.45258439048249,110.79552204973511,75.21487993301062,48.01820235698513,38.681067719170635,30.00021746890923
Sustainable_Uniform,32,831.1788568128397,218.50577501491156,171.60110758302662,138.04806800244478,111.04588208125466,75.62854287105363,48.132516433640625,38.51299461228506,29.703970214222853
Sustainable_Uniform,33,831.1974785582538,218.94337383423294,171.52375861138586,137.63265194049632,110.72143975088052,75.799437542848,48.397233178267165,38.604680206543904,29.57490349359904
Sustainable_Uniform,34,831.7075437855592,219.33453115591476,171.86726712620103,137.57061420518252,110.38825533808772,75.57797461512362,48.506594392509484,38.81699624627795,29.645310706262105
Sustainable_Uniform,35,832.0424261520948,219.25500413223983,172.1743197613941,137.8461251766678,110.33849797840699,75.35054437985151,48.364872860578174,38.90470939771156,29.80835246524479
Sustainable_Uniform,36,831.9257151751162,218.9592910086315,172.1118922396914,138.09239671338557,110.55947152676171,75.31658022191311,48.21933264903372,38.79104165656753,29.87570915913171
Sustainable_Uniform,37,831.5919366409165,218.78510824263503,171.87976186955106,138.04232672556887,110.75699358925496,75.46741580773771,48.197597848797635,38.67431114380465,29.78842141356654
Sustainable_Uniform,38,831.449951050837,218.8819119497254,171.74303100874428,137.85614658437783,110.71683496031078,75.60224351101388,48.294122583264354,38.65687874935206,29.698781704048354
Sustainable_Uniform,39,831.5881026566601,219.0801652177509,171.8190204680001,137.74648161053238,110.567509195858,75.57483140505002,48.380403338474366,38.734296403408166,29.68539501758609
Sustainable_Uniform,40,831.7832575896838,219.137522746475,171.97464631215183,137.8074289490677,110.47955241406373,75.47290228580637,48.36286141536073,38.803497874880236,29.74484559187822
Sustainable_Uniform,41,831.8247978486095,219.0465307690471,172.01967111257528,137.9322486424996,110.52843522111247,75.41286336799035,48.29763356401761,38.78942837712307,29.797986794243947
Sustainable_Uniform,42,831.7107932040066,218.9359036640808,171.94824377400334,137.9683607793771,110.628546844303,75.44623056009476,48.259212653141844,38.73711238518584,29.787182543819885
Sustainable_Uniform,43,831.6033711601401,218.92494824286277,171.86140315458803,137.91107248930035,110.6575105802351,75.51456631993673,48.280565434981554,38.70629689728904,29.74700804094646
Sustainable_Uniform,44,831.6097896214872,218.998602102301,171.85280331312225,137.84142197879592,110.61156251265294,75.53433684047873,48.324295772469675,38.72342289392333,29.723344207743388
Sustainable_Uniform,45,831.6901515466267,219.05439436310732,171.91062048892098,137.83452447676999,110.55569932735796,75.5029728888073,48.33694758958003,38.75849680692725,29.736495605155866
Sustainable_Uniform,46,831.7428123889928,219.0435404545236,171.95441657748785,137.88089673709496,110.55016718651711,75.46484092078337,48.31687674827052,38.76864419563172,29.763429568683666
Sustainable_Uniform,47,831.7211827753766,218.99459504985856,171.94589642191863,137.9160233857453,110.58736005347988,75.46106470543631,48.29247482701247,38.7525463792772,29.771221952648304
Sustainable_Uniform,48,831.6688741401272,218.96833032094634,171.9074750128079,137.90918979578512,110.61553337867355,75.48645239513309,48.29005830055639,38.73297482066378,29.758860115560964
Sustainable_Uniform,49,831.647874408266,218.98573492274755,171.88685759424482,137.878373908279,110.61005249849893,75.50568338473276,48.30630473201557,38.73103664585058,29.743830721896863
Sustainable_Uniform,50,831.6703288737297,219.01567170131585,171.9005199458137,137.86183770969046,110.5853366188691,75.50194215969415,48.318611285237026,38.74406709465007,29.742342358459247
Over_Harvest,0,760.0,120.0,110.0,100.0,95.0,160.0,110.0,45.0,20.0
Over_Harvest,1,828.7645214773063,323.6447505533849,86.09730231588841,80.63823423426504,73.30748566751367,59.26988202905361,93.58402425640044,80.63823423426504,31.58460818653515
Over_Harvest,2,777.2314855300184,217.18852309636327,232.20783276120892,63.11576755533582,59.113862003819946,45.73606344589552,34.66696298425591,68.60409516884327,56.5983785142957
Over_Harvest,3,673.9890531182988,164.46974623899916,155.8278827714075,170.22572372026735,46.268582254569054,36.88075397103329,26.75103044320597,25.413478921045673,48.15185479777075
Over_Harvest,4,571.1245882300752,126.21359075266487,118.00334553130467,114.23350282863956,124.78819801865643,28.86666749347233,21.571558588871977,19.61050780806544,17.837217208399945
Over_Harvest,5,490.149897306438,105.03103178138497,90.55541399505005,86.50528561254781,83.74170871360377,77.8545450019363,16.884118193191004,15.813567220796639,13.764226787927447
Over_Harvest,6,471.82696378079345,145.4112181941286,75.35740413192987,66.38389713557899,63.41484985206026,52.245907330175434,45.53713517457642,12.377322524559563,11.099229437784388
Over_Harvest,7,451.9003015425324,131.47175966613239,104.32928010817919,55.24261823342485,48.664365878201586,39.564112311807996,30.55863911802992,33.38212884149894,8.687397385257553
Over_Harvest,8,423.56106992132766,112.92043017516983,94.3280319831402,76.48117206232365,40.49697444382722,30.361381311786424,23.14105528919494,22.40176999163701,23.430254664248412
Over_Harvest,9,374.8496515860338,92.90418904824278,81.0178701202647,69.14950852648822,56.06642424793438,25.265798924413033,17.758376532125272,16.964125789437997,15.72335839712746
Over_Harvest,10,329.9101051611385,78.48705846540133,66.65666709082507,59.39216352653789,50.6917660522115,34.97947737858886,14.777969621247534,13.018219331070844,11.906783695255452
Over_Harvest,11,302.505286495551,81.73300522345815,56.31270000483723,48.86432667404889,43.538901764843054,31.626263092199583,20.459501621712942,10.833357962045561,9.137230152405563
Over_Harvest,12,282.1008973329376,78.09276059635643,58.64159383258469,41.28142448503603,35.82120927310545,27.16363759238739,18.498206077248174,14.998346218981943,7.603719257237555
Over_Harvest,13,262.87751821618775,71.27241879909631,56.02980014788998,42.988677994023604,30.262374337713265,22.34861945005265,15.888015745862827,13.560569768825848,10.527041972723236
Over_Harvest,14,239.13213638111407,62.290612034258835,51.13635823442003,41.074037712951,31.513918959122456,18.880498493845522,13.071710904442435,11.647104865750709,9.517895176323066
Over_Harvest,15,214.94271264832406,54.19152590418482,44.69211379796083,37.48677848358591,30.110344309490713,19.66132904189836,11.043206431381071,9.58254259777296,8.174872082049404
Over_Harvest,16,195.20144985710303,50.97011260409301,38.88120157276582,32.762664916949035,27.48061476406734,18.78564794818632,11.49991433731304,8.095496971918626,6.725796741809814
Over_Harvest,17,179.3031853468229,47.96788617271358,36.56990994957892,28.502831270312402,24.017485888287943,17.144976791075162,10.987728332845423,8.430298054602106,5.682068887407368
Over_Harvest,18,165.54610892833216,44.44269926556489,34.4158799772187,26.80848149491022,20.89470894831987,14.984353212981963,10.028099524321252,8.054827372785997,5.917059132229268
Over_Harvest,19,151.6870151654166,40.113042751306345,31.886637620012102,25.22941628164831,19.652623729559366,13.036072993666627,8.764350465938598,7.351347621515809,5.653523701769423
Over_Harvest,20,137.88844904094339,35.76726426506192,28.78020640474482,23.375292303142395,18.495050724666694,12.261144105393297,7.624801070296901,6.424924961668605,5.159765205968754
Over_Harvest,21,125.40139026148671,32.695733147980725,25.662208037010902,21.09804568523916,17.13583905486554,11.538941837603764,7.171545046064672,5.58954995178433,4.5095275009376055
Over_Harvest,22,114.58042111523467,30.22266026664071,23.458453510677586,18.812319478699308,15.466446816832185,10.690938518428737,6.749128830146903,5.257279356783147,3.9231943370261
Over_Harvest,23,105.13664413913587,27.924780011825227,21.684079314727946,17.19680244516033,13.790838405574378,9.649415560445005,6.253131560202005,4.947616649841974,3.689980191359005
Over_Harvest,24,96.35615437691862,25.513549070384443,20.03540188985662,15.896053335776486,12.606543487756548,8.604014372422476,5.643944624179833,4.584013522265859,3.4726340742763653
Over_Harvest,25,87.98748413407498,23.089147919678016,18.305397895534526,14.687449368835404,11.652997020824676,7.865140476983839,5.032489310820019,4.1374338964530395,3.217428244945468
Over_Harvest,26,80.22771660352365,21.011820119158756,16.565944572139866,13.41922693865032,10.76699984098234,7.270229039044123,4.600321857362829,3.6891913802485425,2.9039828559368597
Over_Harvest,27,73.2390097046491,19.25055598954534,15.075508575052316,12.144077442909692,9.837297864742217,6.717461161914341,4.2523580671218255,3.372380286245755,2.5893703171176226
Over_Harvest,28,67.00841546365214,17.691806320263396,13.811841156506846,11.051476287961272,8.902517830912783,6.137426146609813,3.9290440519876224,3.1172967805866936,2.3670068888237203
Over_Harvest,29,61.33928072550171,16.206877858291218,12.69347331058219,10.12511347622601,8.101559395845882,5.554222964207863,3.589781483601244,2.880283405281125,2.187968831466181
Over_Harvest,30,56.082003295778634,14.76983208851633,11.628070521349809,9.305266127864712,7.422466110403878,5.0545102067700665,3.2486658537992814,2.6315785465860415,2.0216138404885236
Over_Harvest,31,51.21753155983206,13.459026114790582,10.597022487332499,8.524246130846894,6.821456633008429,4.630828323455645,2.9563837862162092,2.381515255159319,1.8470528290224835
Over_Harvest,32,46.773119337771746,12.29602582764697,9.656548669021348,7.768410741084472,6.248910510634175,4.25586242004963,2.70857218843437,2.1672506203571458,1.6715383605436303
Over_Harvest,33,42.75166140898459,11.261094056899093,8.822122108057442,7.078973031519308,5.694826590614093,3.898654618688429,2.4892545746864227,1.9855861688307872,1.5211502596890152
Over_Harvest,34,39.09906330501542,10.311045971289275,8.079581828537464,6.467275899934765,5.189417140488175,3.5529652652801564,2.2803236775166598,1.8248099405661777,1.3936435814027521
Over_Harvest,35,35.75099364770134,9.42089491302643,7.3979436848593,5.92293829095014,4.740997353423244,3.237643597013504,2.0781299223007896,1.671647953068446,1.2807979330594939
Over_Harvest,36,32.671880102344645,8.599099141469088,6.759280311775432,5.423246506468964,4.341957138733953,2.9578774088152744,1.8936982307280708,1.5234247949429645,1.173296569410897
Over_Harvest,37,29.850168037869082,7.853337625670168,6.1696603202280045,4.955058445781848,3.975645655443672,2.7089188146101955,1.7300629448376719,1.3882225590769404,1.0692616722205819
Over_Harvest,38,27.27844158249077,7.181138733652298,5.634593197883881,4.522822854985423,3.632428759958454,2.4803794630259577,1.5844470253443754,1.2682656453258412,0.9743659023145402
Over_Harvest,39,24.936680643210497,6.569516925319003,5.152305604363316,4.130578600961426,3.3155677161854715,2.2662486745439905,1.450774323955617,1.1615182760136746,0.8901705218679966
Over_Harvest,40,22.797513591518467,6.006120714308557,4.713480706571133,3.7770256924651413,3.0280233158851844,2.068561130501596,1.325529193309751,1.0635261796017323,0.8152466588753712
Over_Harvest,41,20.83800340544583,5.487324212889393,4.309256590712863,3.455334193410655,2.7688425681621927,1.8891640496183013,1.209901718829428,0.9717121234042554,0.7464679484187405
Over_Harvest,42,19.04335711324731,5.012889856010247,3.937031763853604,3.15900765761322,2.533018618599215,1.7274628670736314,1.1049723390237425,0.8869485291218847,0.6820254819517667
Over_Harvest,43,17.403409859689823,4.581559833585897,3.5966357784097043,2.8861389960124417,2.315789085840471,1.5803338389660193,1.010393292839061,0.8100274390598207,0.6225315949764086
Over_Harvest,44,15.906866376110296,4.188961630408205,3.2871661839214696,2.636603257770363,2.1157559308463436,1.4448057465466801,0.9243375019937897,0.7406939183335142,0.5685422062899314
Over_Harvest,45,14.540305494521899,3.8296928345657952,3.005485799024267,2.4097388791455874,1.9328275552992071,1.320006362352982,0.8450671001913204,0.6776085817935513,0.5198783821491891
Over_Harvest,46,13.290703260156638,3.5001717524595173,2.7477185146216905,2.203246071358873,1.7665189834541561,1.2058785387904012,0.7720719214565274,0.6194974433536256,0.47560003466184614
Over_Harvest,47,12.147407490516153,3.1984475559637753,2.5112945460753333,2.014283356289915,1.615144297981464,1.1021197026464373,0.7053185401527102,0.5659865131646412,0.4348129782418782
Over_Harvest,48,11.102051012926612,2.923035415930349,2.294814218061063,1.8409668894332276,1.4766204827153429,1.0076780210658947,0.6446299811620065,0.5170512877327648,0.3972547168259647
Over_Harvest,49,10.147035625237265,2.6718712595290652,2.0972121990450323,1.68227060400118,1.3495665386149356,0.9212539138128691,0.5893910272879518,0.47256203104883404,0.36290805189739606
Over_Harvest,50,9.274656708545177,2.4424283256226924,1.9170075631733956,1.5374135322322855,1.2332302819169605,0.84198578456911,0.5388415538535462,0.4320677428547269,0.3316819243224596
