Scenario,Time_Step,Total_Population,Age_Class_1,Age_Class_2,Age_Class_3,Age_Class_4,Age_Class_5,Age_Class_6,Age_Class_7,Age_Class_8,Age_Class_9,Age_Class_10,Age_Class_11,Age_Class_12
No_Harvest,15,2017.86690462861,283.9495763125325,251.55032824312173,232.16395684983706,214.9680185883018,195.05567579530822,172.75449775544098,150.32926599452728,129.17523062286975,110.87946656773524,99.54969904745688,93.35810900941135,84.13307984206718
No_Harvest,16,2108.5101648775403,300.2136854648147,261.23361020753026,236.45730854853497,218.23411943884665,202.0699374730043,183.3523352475902,162.38922789011477,141.30951003485598,121.42471678549724,104.22669857367131,93.57671710460977,84.02229810847044
No_Harvest,17,2214.3038290486998,321.0325766792521,276.1965906276299,245.559593595079,222.26987003562266,205.14007227251648,189.9457412246245,172.35119513273503,152.64587421670817,132.83093943276427,114.1392337783676,97.97309665925135,84.21904539414908
No_Harvest,18,2335.779233488601,343.8391122532749,295.3499705449123,259.62479518997276,230.82601797937414,208.93367783348612,192.83166793616607,178.5489967511473,162.01012342477125,143.48712176370543,124.86108306679863,107.29087975166588,88.17578699332653
No_Harvest,19,2466.7193503479366,365.1405280775073,316.33198327301324,277.62897231221825,244.04730747857425,216.97645690061245,196.3976571634774,181.26176785999633,167.83605694607883,152.2895160192846,134.87789445788326,117.36941808279109,96.56179177649962
No_Harvest,20,2598.646094082969,382.6955763106764,335.9292858313071,297.3520642766333,260.9712339734849,229.40446902986054,203.95786948657624,184.613797733669,170.3860617883969,157.76589352931367,143.15214505812776,126.78522079041065,105.63247627451226
No_Harvest,21,2727.7828033869755,397.07532300485207,352.0799302058227,315.7735286814295,279.51094042003496,245.3129599350767,215.64020088806953,191.72039731738195,173.5369698696493,160.16289808109272,148.2999399175551,134.56301635464047,114.10669871136989
No_Harvest,22,2854.2246059849726,410.6930947041823,365.3092971644644,330.95513439347417,296.82711696054355,262.74028399483376,230.5941823389727,202.70178883478567,180.2171734783395,163.12475167747,150.55312419622746,139.40194352250222,121.10671471917678
No_Harvest,23,2981.6936828814555,426.352804726587,377.83764712784813,343.39073933459724,311.09782632986554,279.0174899429117,246.97586695514434,216.75853139863466,190.53968150469902,169.4041430696387,153.337266576822,141.51993674445424,125.46174917025235
No_Harvest,24,3116.945170848203,446.2750067239781,392.24458034846054,355.16738830017823,322.7872949745212,292.43195675007445,262.2764405463377,232.15731493783605,203.75301951471712,179.10730061441666,159.2398944854607,144.13703058221319,127.36794307000915
No_Harvest,25,3266.5593710948806,471.04775834114224,410.57300618606035,368.7099055275538,333.85734500216716,303.4200572760508,274.8860393450708,246.53985411355782,218.22787604156642,191.5278383438336,168.36086257755193,149.6855008163335,129.72332752399225
No_Harvest,26,3432.441617392591,499.22411163542773,433.3639376738514,385.93862581489765,346.5873111959004,313.82590430203817,285.21485383948857,258.39287698436686,231.74746286674488,205.13420347907194,180.03616804320393,158.25921082289935,134.71695073470056
No_Harvest,27,3611.8365912081135,528.2902552153156,459.2861827045941,407.36210141342144,362.7823082660036,325.79207252414744,294.99635004391666,268.1019626091197,242.88930436530538,217.84261509473964,192.82615127032793,169.23399796061216,142.43328974060984
No_Harvest,28,3800.069364577,556.1654262202728,486.02703479809077,431.7290117423194,382.92037532861576,341.01536977004446,306.24454817269935,277.296569041282,252.01584485257305,228.31594610338647,204.77205818905557,181.25658219410877,152.3105981645514
No_Harvest,29,3992.637979284258,582.1183106687209,511.67219212265167,456.8654127102065,405.82527103778,359.9451528089,320.55444758384266,287.8698752823379,260.6587748988057,236.89489416141808,214.6169893371836,192.4857346977128,163.1309239746984
No_Harvest,30,4187.376219093498,606.9813827037885,535.548845815224,480.97186059529383,429.4534879475938,381.4757547755146,338.34844364036695,301.3211807288126,270.5976827653982,245.01924840487683,222.6812005117334,201.7399699769533,173.2371612279421
No_Harvest,31,4385.809724684121,632.7282367436466,558.4228720874861,503.41591506631175,452.1135489595757,403.68627867073945,358.5872094889845,318.0475370219454,283.2419098850845,254.36182179947366,230.31809350058455,209.32032848103,181.56597297925845
No_Harvest,32,4592.431938580804,661.4701898523415,582.1099778041555,524.9174997622381,473.2109601623326,424.9867360220025,379.465101950496,337.0719769196459,298.96468480062936,266.24739529197876,239.10011249150563,216.4990078905501,188.3882956329275
No_Harvest,33,4812.31132207152,694.3996618131795,608.5525746641548,547.1833791359072,493.4224497765033,444.818302552594,399.48753186068336,356.69719583346676,316.84765830446787,281.02680371259095,250.27255157446044,224.75410574201598,194.8491071014957
No_Harvest,34,5048.856743475933,731.3204188700479,638.8476888681259,572.039420184307,514.3523763877524,463.8171027899148,418.12920439943946,375.51827994904295,335.2953640834595,297.83679880619906,264.1651954898358,235.25619847999354,202.27869516781496
No_Harvest,35,5302.6644495825485,770.9177404895095,672.8147853604451,600.5168275360398,537.7170549732484,483.4912338044891,435.9880766225211,393.0414521354738,352.9871831521011,315.17764223845126,279.9665908778277,248.3152837604465,211.7305786319949
No_Harvest,36,5571.637867612842,811.5109950795216,709.2443212503495,632.4458982388198,564.4858178838771,505.45403167485506,454.4817597762209,409.8287920251703,369.4589650073462,331.80795216297423,296.26698370414476,263.16859542515874,223.4837553844025
No_Harvest,37,5852.436660042715,851.9287582665721,746.5901154731605,666.6896619753301,594.49914434449,530.6166688108461,475.1267897743649,427.21285418964817,385.239064503661,347.2914271069045,311.8994750331963,278.49096468189686,236.8517358826436
No_Harvest,38,6142.571833421499,892.1002184636313,783.7744576052473,701.7947085447728,626.6882822568099,558.8291956838226,498.77966868219676,446.6191823879039,401.58008293827027,362.1247206334404,326.45394148049076,293.1855065312055,250.64186821370785
No_Harvest,39,6441.901834197918,933.057091533106,820.7322009865418,736.7479901489344,659.6870260320859,589.0869853214032,525.2994439427947,468.8528885612657,419.8220314446305,377.48527796197317,340.3972373954346,306.86670499166223,263.8669558780856
No_Harvest,40,6752.798259522967,976.3812839326449,858.4125242104584,771.488268927351,692.5431107399975,620.1058044701626,553.7417662021203,493.78147730622766,440.7217152475906,394.63270955795167,354.83616128425535,319.97340315170953,276.18003449249676
Sustainable_Uniform,0,1000.0,120.0,110.0,100.0,95.0,90.0,85.0,80.0,75.0,70.0,65.0,60.0,50.0
Sustainable_Uniform,1,1014.3561682307308,167.83625032926028,105.2193187754136,98.547803997987,89.58891272544274,85.1094670891706,80.63002145289846,76.15057581662631,71.67113018035418,67.19168454408205,62.71223890780991,58.23279327153777,51.46597114014796
Sustainable_Uniform,2,1018.3829572403907,161.15931008690305,147.16346604553794,94.26484366801066,88.28790611659693,80.26173283326996,76.24864619160644,72.23555954994295,68.22247290827946,64.20938626661595,60.19629962495246,56.18321298328896,49.950120965386084
Sustainable_Uniform,3,1016.2446651181117,153.85001945198883,141.3089401804965,131.84214915927353,84.4508485245091,79.09617515791884,71.90561377992623,68.31033309092992,64.7150524019336,61.11977171293729,57.524491023940975,53.92921033494467,48.19206029931226
Sustainable_Uniform,4,1008.5951198918635,146.31586441194668,134.89995200268663,126.59714309155308,118.11594794564958,75.6585969805183,70.86140333139122,64.41945757399202,61.19848469529243,57.97751181659282,54.75653893789322,51.53556605919362,46.25865304515386
Sustainable_Uniform,5,996.6592535887685,139.26615913078973,128.29379649550677,120.85540026635105,113.41700403719534,105.81879351985737,67.78171441817098,63.48396078658405,57.71269162416732,54.827057042958955,51.94142246175059,49.05578788054222,44.20546592489412
Sustainable_Uniform,6,981.809918770836,133.04169495094018,122.1124199350837,114.93701737451666,108.27303906860573,101.6090607626948,94.80190657362147,60.72490097390403,56.87459022374707,51.70417293067916,49.1189642841452,46.53375563761124,42.07839605528676
Sustainable_Uniform,7,970.3409902627587,132.7557105540799,116.65463759553592,109.39918932256826,102.97082418488267,97.0006384763577,91.03045276783271,84.93199734229748,54.402778536122405,50.95332699850594,46.32120636227813,44.00514604416423,39.91508207813329
Sustainable_Uniform,8,967.9096028700668,138.55927272301287,116.40387856705229,104.50962146564618,98.00954424453754,92.2504418116636,86.90181734770631,81.55319288374902,76.08965297496621,48.738857782942596,45.64853165540094,41.498665141273584,37.746126272115866
Sustainable_Uniform,9,973.5623265914868,144.46217605531297,121.49260238276801,104.28496917846681,93.62903356454831,87.8056850558429,82.64616780348665,77.85439330046026,73.06261879743387,68.16789279683472,43.66461276253809,40.89602318520324,35.59615170859083
Sustainable_Uniform,10,984.7294755717145,148.72851601418438,126.66843127794914,108.84390151656719,93.42777002305148,83.88123316581867,78.6641585526562,74.0418031443886,69.74890446687228,65.45600578935594,61.07087398452963,39.118651819732776,35.079225816608194
Sustainable_Uniform,11,996.9000244235167,150.44499331572297,130.4092761457556,113.48087034828926,97.5120679366442,83.70092334727894,75.14828477395041,70.47436435194307,66.33324639937041,62.48728514977863,58.64132390018684,54.712731994665354,33.554656759931056
Sustainable_Uniform,12,1006.6384433597048,148.54131581077158,131.91433091543354,116.83225259210259,101.66627789640168,87.36000144053459,74.98674716798345,67.32453126080159,63.1372167730728,59.42723422468484,55.98167935733371,52.536124489982576,46.93073143060161
Sustainable_Uniform,13,998.6792000912559,143.72174318962632,130.245133830108,118.18061479617947,104.6687448099076,91.08171297581337,78.26487544750604,67.1798114759731,60.31531555405295,56.563946032101775,53.24021300469733,50.153377861678884,45.06371111361106
Sustainable_Uniform,14,989.1926861885404,139.51048013665758,126.01919926356184,116.68519927619154,105.87672784814087,93.77159043856449,81.59911634673969,70.11665095934264,60.1856626723265,54.03583541179588,50.675024244766185,47.6973279636181,43.01987162683501
Sustainable_Uniform,15,981.2704080566332,138.08210837720665,122.32664735008318,112.89923044553419,104.53700134305618,94.85380930842545,84.00894831926514,73.1037611286131,62.816745233968774,53.919680804739954,48.410117427537685,45.399203244240525,40.91315507396236
Sustainable_Uniform,16,977.2333867128254,139.14034727992805,121.07421148768762,109.59111333442611,101.14519303154609,93.65356289902549,84.97849643808316,75.26270339130873,65.49286475652931,56.276839064623985,48.30605577799577,43.37009785244108,38.941901399229906
Sustainable_Uniform,17,978.106669632191,141.80714511706603,122.00210462473753,108.46906966272242,98.18148688002005,90.61487871101241,83.90320872987556,76.13131100930777,67.4270376560484,58.67434544811929,50.41780823424384,43.27687015205232,37.20140340698542
Sustainable_Uniform,18,983.3479451031075,144.75404166315215,124.34042672253254,109.30035903545942,97.17626015423606,87.95972659348315,81.1808846046747,75.16797244285425,68.20521377686411,60.407149919028605,52.56570813574037,45.168766217057794,37.121435838024254
Sustainable_Uniform,19,989.7410303539302,146.50817995668416,126.92434711487255,111.39523637889275,97.92100326487329,87.05915489942772,78.80216269137367,72.7290718582244,67.34216922931353,61.10430944475644,54.11810882088589,47.09304638523939,38.74424030938644
Sustainable_Uniform,20,993.7459776867876,146.34628028156567,128.4624240839001,113.71014256408115,99.79778109978686,87.72636215484525,77.9953503023563,70.59800075933614,65.1571847130892,60.33111721826965,54.7426864599473,48.48382528020358,40.394822769406325
Sustainable_Uniform,21,994.1786803757155,144.71966761597108,128.32046597118403,115.08808899751338,101.87168038171117,89.40774701141643,78.59309402811013,69.87518631228131,63.247981286189045,58.373613346964994,54.04999195096014,49.04337759616494,41.58778587724889
Sustainable_Uniform,22,991.4463463881245,142.65876882200666,126.89420699963968,114.9609102678055,103.10616760936212,91.26573082911318,80.0994284398425,70.41069841706872,62.600419682050216,56.66317875508825,52.29628551609986,48.4228001170545,42.06775093299339
Sustainable_Uniform,23,987.1212663625515,141.1486105816947,125.08715393992294,113.68314036254982,102.9922295681988,92.37169451410013,81.76397594073168,71.76020703854896,63.08017915424237,56.08303535471284,50.763925762357616,46.85167358966705,41.535440555824664
Sustainable_Uniform,24,983.4743969169759,140.81096042428834,123.76300542918378,112.06422117397777,101.84748940294732,92.26961866184124,82.75479678124972,73.2514570463941,64.28918925536263,56.512846649547114,50.24418159771288,45.478849147247104,40.18778134722395
Sustainable_Uniform,25,982.3151992003362,141.65282794558772,123.4669444329612,110.8779309203364,100.39711730400207,91.244058394261,82.66334813505577,74.1391226644713,65.62518392340918,57.59598565388153,50.62924486352605,45.013216001187956,39.01021896165603
Sustainable_Uniform,26,983.761628891104,143.08110085707835,124.20511715871342,110.61269309281647,99.33433276399684,89.94468580034277,81.74455984198649,74.05719481664401,66.42043389928213,58.79288875105433,51.59961732081444,45.35818999433505,38.61081459403976
Sustainable_Uniform,27,986.6002607118735,144.30644642000095,125.4574663484836,111.27401401185365,99.09670907818517,88.99254868633798,80.58046606284276,73.23406237463458,66.3470356311943,59.50534455788824,52.67190979194869,46.22753612820687,38.906721620296594
Sustainable_Uniform,28,989.3069699138425,144.7916550455036,126.53188322677686,112.39598003449467,99.68917929917649,88.77966420984119,79.72745677475046,72.1911634147952,65.60960022610766,59.439587847549056,53.31019120294048,47.18819129433284,39.65241733757403
Sustainable_Uniform,29,990.6628806554379,144.43658691858948,126.9573275687714,113.35853843389623,100.69433646000945,89.31045183904935,79.53673588689574,71.42696166814628,64.6752783871626,58.77892748607946,53.25128048110359,47.76002067056899,40.476434855165245
Sustainable_Uniform,30,990.226060099715,143.53828070379774,126.645994015165,113.73968939414105,101.55668206438074,90.21096121062153,80.01226275278448,71.25609689837691,63.990638351311,57.94187870921223,52.659402046455,47.707243195396615,40.96693075807289
Sustainable_Uniform,31,988.4815504840981,142.60540875071243,125.85833428206409,113.4607690485156,101.89815106550667,90.98352726151342,80.81901930776672,71.68211624724401,63.83756246184379,57.32851714500969,51.90949914827803,47.17698574113857,40.92166002450504
Sustainable_Uniform,32,986.4791773893897,142.08736840959924,125.0403663536614,112.75511325765436,101.64826936049079,91.28944562691656,81.51115283284665,72.40488067319383,64.21922856449385,57.19137811999122,51.3599951918332,46.50515588816524,40.466823110543494
Sustainable_Uniform,33,985.2020834540217,142.16120857152313,124.58613425541046,112.02230468415556,101.01608000987407,91.06557932429303,81.78522177023876,73.02495557292121,64.86674535526858,57.53330863159698,51.237133830396886,46.012861268203025,39.8905501801399
Sustainable_Uniform,34,985.1243790351338,142.69400185418502,124.65087935154293,111.61536308608258,100.35956477651766,90.49920775870949,81.58466238375969,73.270490954049,65.42226371601771,58.11341188416674,51.54346565802103,45.90279111033256,39.46827650174948
Sustainable_Uniform,35,986.0945917369729,143.3614783282466,125.11804723695793,111.67336751375069,99.99499022337655,89.91104289926857,81.07725625616733,73.09081198033357,65.64223619432637,58.611094743552094,52.0631738546832,46.17723046403301,39.373862042276926
Sustainable_Uniform,36,987.4923152869138,143.8285994985539,125.70330906945271,112.09189814289645,100.04695575945702,89.58442452103581,80.55032575356108,72.6362323475213,65.48126375537848,58.808165695164035,52.509042517227435,46.64283138676765,39.60926683989806
Sustainable_Uniform,37,988.5849114007025,143.90654097305904,126.11289383049696,112.61622785522553,100.42191279953167,89.63097987980225,80.2577118997409,72.16416103941765,65.07401080487065,58.66395223732299,52.68559624007426,47.0422802737245,40.00864356743618
Sustainable_Uniform,38,988.9034950452472,143.6207907523834,126.18123507092848,112.98317038933416,100.89165408790373,89.96689981519263,80.29942033947516,71.90201146929614,64.65108725265182,58.29909874692074,52.5563969711907,47.200452834399265,40.35127731557094
Sustainable_Uniform,39,988.4260497561879,143.16547487344565,125.93068137460003,113.04439656357984,101.22039391453883,90.38773592806766,80.60036735721943,71.9393776069688,64.41623030306555,57.92020613482807,52.2295286960985,47.08470461415727,40.48695238961846
Sustainable_Uniform,40,987.5071931537097,142.7828144850062,125.53144781952119,112.81992823124578,101.27524577834893,90.68225036444554,80.97738985510017,72.20899276804555,64.44970621953397,57.70980034723359,51.89008292452765,46.79186688045775,40.387667480243486
Over_Harvest,0,1000.0,120.0,110.0,100.0,95.0,90.0,85.0,80.0,75.0,70.0,65.0,60.0,50.0
Over_Harvest,1,989.3842523460962,163.70437549389044,102.6289781631204,96.12170599698051,87.3833690881641,83.01420063375589,78.64503217934768,74.27586372493948,69.90669527053127,65.53752681612308,61.168358361714866,56.79918990730666,50.19895671022193
Over_Harvest,2,968.8580698969652,153.32198659316938,140.00677314808118,89.68065877969083,83.99438512518144,76.35853193198314,72.54060533538397,68.72267873878481,64.90475214218566,61.0868255455865,57.26889894898734,53.450972352388185,47.52100125554269
Over_Harvest,3,943.0220249124984,142.76479066148858,131.12732344997184,122.3426353284164,78.36598106215428,73.3971235672713,66.72465778842846,63.38842489900703,60.05219200958561,56.715959120164186,53.37972623074276,50.04349334132134,44.71971745394673
Over_Harvest,4,912.8826203481115,132.43094981185067,122.0983715271697,114.58347302571964,106.90711658121674,68.47883447110306,64.13687938688454,58.306253988076875,55.39094128867302,52.475628589269185,49.560315889865336,46.64500319046149,41.86885259782116
Over_Harvest,5,879.8715978811929,122.9470729579401,113.26044213634762,106.69367064222456,100.12689914810154,93.4190402636785,59.83911267315693,56.04496603627196,50.94996912388362,48.40247066768942,45.85497221149525,43.30747375530107,39.02550826510233
Over_Harvest,6,845.4239172878872,114.56049562919229,105.1494372151667,98.97079018289118,93.23252401100527,87.4942578391194,81.63270475223081,52.289432686267105,48.97397952681174,44.52179956982887,42.29570959133741,40.06961961284598,36.23316667119051
Over_Harvest,7,814.9782369776507,111.49999435433698,97.97688836903853,91.88312081585649,86.48401087498827,81.46972056674795,76.45543025850766,71.33340769029311,45.6922679583479,42.79511328707582,38.904648442796216,36.9594160206564,33.52421833900525
Over_Harvest,8,792.9228834144129,113.50937910477988,95.35942071482748,85.61550598461547,80.29056659224361,75.57264242513898,71.1909866179373,66.80933081073564,62.333534925173666,39.92744315479609,37.39581179534342,33.996192541221305,30.922068747600225
Over_Harvest,9,777.9190950915802,115.43162897989266,97.07792991211508,83.3282745635729,74.81371359123575,70.16060214827841,66.03792106003769,62.20908259385766,58.38024412767766,54.46914288936418,34.88994501942238,32.67772024464015,28.442889961485633
Over_Harvest,10,767.4712737172977,115.91494563237214,98.72191774925683,84.82996579825277,72.81505371668567,65.37474347599152,61.30869792970852,57.70616029804318,54.360392249351484,51.01462420065982,47.596972170172585,30.488009430979382,27.339791065823892
Over_Harvest,11,757.8291683319521,114.36613639375781,99.13527020070006,86.26653775774687,74.1272821108506,63.628247140996386,57.12665338206615,53.573605795064815,50.42558703984669,47.50194219702456,44.578297354202455,41.59183786625266,25.507771093442866
Over_Harvest,12,746.3933157189146,110.13909309803171,97.81066428796183,86.62773905602648,75.3826070884324,64.77491652194921,55.60050604354609,49.91919437256704,46.81442168573956,44.06357683790268,41.50879747407234,38.954018110242025,34.797781142443114
Over_Harvest,13,722.261978634572,103.94203724225358,94.19552150386484,85.4702537823348,75.6982369520593,65.87186178036542,56.60250438092506,48.58559541091886,43.6210738644183,40.90801888813933,38.504237981711285,36.27178570082717,32.59085114675401
Over_Harvest,14,697.7890729774172,98.41246297552782,88.89554225304575,82.3112202202432,74.68678732320815,66.14766978905101,57.561052104782014,49.461175316327996,42.455730161605345,38.117563975165325,35.74680513167868,33.64630039014384,30.346763336637835
Over_Harvest,15,675.1596648554535,95.00691068338902,84.16642094745283,77.67991978990383,71.92631736602667,65.26383102673114,57.80206243498646,50.298786611752114,43.22084138201081,37.099247386190605,33.308411615835794,31.23676266544156,28.150152945732568
Over_Harvest,16,655.828977628698,93.378176538204,81.25385134892551,73.54745426481057,67.8793310174015,62.85163937547936,57.02973434716422,50.509389558135275,43.952774351815414,37.76782734785247,32.41857227240601,29.106012259670713,26.13421494683296
Over_Harvest,17,640.2550982624539,92.82499593361021,79.86089034042783,71.00235282257978,64.2682434151681,59.315246357512606,54.921880013437,49.834503254582,44.13680630176396,38.40741503633479,33.002799967954495,28.32844066190977,24.351524157173316
Over_Harvest,18,627.8393890359364,92.42129353180944,79.38778733885185,69.78513656327004,62.04424802823538,56.15975634995606,51.83166065013905,47.99258912230028,43.54706791220454,38.56822835439847,33.561693238423466,28.83895850542618,23.700969440921654
Over_Harvest,19,616.3642454590927,91.23841593219043,79.04252429736177,69.37172322123571,60.98060345176162,54.2163542524889,49.07428717029578,45.29225133043572,41.93754128770575,38.05289508079517,33.70221733368998,29.32733827476899,24.128093826362925
Over_Harvest,20,603.6229815979827,88.89392262493809,78.03087830285389,69.07002074336542,60.61934894523204,53.28690578644259,47.37607694259893,42.88276548540512,39.57789514841356,36.646436489937116,33.25190175718308,29.450132963593532,24.536696408019388
Over_Harvest,21,589.0190585334855,85.74177263409402,76.02577036590738,68.18601039011897,60.35571115544651,52.97122942765422,46.563893559029395,41.39881217424383,37.47240523932341,34.584498194864814,32.022890855661394,29.056632041313012,24.639432495828526
Over_Harvest,22,572.9393319347356,82.43998275980877,73.32992092776391,66.43387952096093,59.58323312569157,52.74085384475005,46.288044921305286,40.68909897050653,36.1756768403353,32.74465017649052,30.22109970490817,27.982680909102545,24.31021023311199
Over_Harvest,23,556.3965752401261,79.55922560249334,70.50609325353697,64.07815545636683,58.05216214138755,52.06583651688432,46.086734975407126,40.448053137279395,35.5555055320461,31.611525213531696,28.613378520350885,26.408215097641975,23.41168979319987
Over_Harvest,24,540.6939587525318,77.41496460530824,68.04235022527548,61.610599697383385,55.99365108732459,50.727935107668145,45.49688209238915,40.27214172424402,35.34487156192559,31.06959863023044,27.623215751738456,25.00333416103168,22.094414108012646
Over_Harvest,25,526.7612770466145,75.96057213267706,66.20848926647432,59.45769803361373,53.83741773099583,48.92913879557565,44.32777876593803,39.75670840239925,35.19115424260469,30.885539570694995,27.149662045265444,24.138096574361498,20.919021486014042
Over_Harvest,26,514.5497555940658,74.83758597001454,64.96463248885539,57.85520854342076,51.95613972403877,47.04494944341278,42.75592994539796,38.73510652762446,34.74075124057369,30.751216198200375,26.988825037931377,23.724289391203502,20.195121083392152
Over_Harvest,27,503.3304933645423,73.62032807477124,64.00420813581057,56.76828458450587,50.5558304182244,45.40102533901904,41.109461809477594,37.36157207126398,33.848041103727624,30.357638880551455,26.87144874957274,23.58374459545442,19.848909602163367
Over_Harvest,28,492.2861349059222,72.04935009726063,62.9631586862288,55.92903342727211,49.60603964349813,44.17738788994336,39.672945541805916,35.92283274313367,32.647800420173034,29.577558686783803,26.527527629444286,23.481177240176002,19.731322900202446
Over_Harvest,29,480.82489464869127,70.1032692802611,61.61959314832314,55.019329344353764,48.87267370719586,43.34742871169897,38.603689913379114,34.667556430942604,31.39058152285636,28.528747940326994,25.845867274540634,23.18064737840201,19.64550999641073
Over_Harvest,30,468.78091806740923,67.95216740646872,59.955224101060544,53.84527651142429,48.07774363080922,42.706588848813084,37.878443621372725,33.73320483865845,30.29367878989814,27.430147711038614,24.929381108927952,22.584989594548862,19.394071904388703
Over_Harvest,31,456.43470709502185,65.84853095277312,58.11551254079316,52.390894763865646,47.05181671052041,42.011952166171326,37.318456158723066,33.099460194516276,29.477210889431344,26.471637147359576,23.96938721576547,21.78413310580957,18.895715249292852
Over_Harvest,32,444.2961341603136,63.994121664545354,56.31639537688091,50.783292820999584,45.78092894010035,41.11546265884052,36.711459222508445,32.61012428318168,28.923423467964113,25.75817998840829,23.13180839215677,20.94525809892356,18.225679245804116
Over_Harvest,33,432.7972101047993,62.451120930615765,54.73042762398913,49.211163629329626,44.37615220089721,40.00491810771802,35.9280764874809,32.07970991005541,28.495825262481677,25.27426188194375,22.508365489664442,20.21335350408527,17.523835076538152
Over_Harvest,34,422.10910184355777,61.14196160704786,53.4107893854213,47.82529157420094,43.00237274679748,38.77737686483547,34.95764524348503,31.395163683333337,28.032331313116078,24.90061216383267,22.085501544608075,19.668568091546433,16.91148762533315
Over_Harvest,35,412.1228989917378,59.91570032678734,52.29114202183384,46.67214722156467,41.79135105377465,37.57692209400213,33.88497834850753,30.547168167645566,27.43415175724042,24.495595535357218,21.758993832334184,19.299055329697058,16.455693302993197
Over_Harvest,36,402.546831814443,58.6310861929383,51.24239250388269,45.69376163335514,40.783694667991185,36.51869053825026,32.835980525373756,29.609835695720825,26.6931447059159,23.972886086236453,21.405076657005043,19.01374189037944,16.146540717394007
Over_Harvest,37,393.07116422628934,57.21866776209662,50.14373720479245,44.77732897127354,39.92874837834064,35.63816643952064,31.911262139203682,28.693186056205036,25.874072012390688,23.325369159608226,20.948315529821137,18.704477138795177,15.907833434241512
Over_Harvest,38,383.5178997467696,55.69921059567509,48.935778368992125,43.81728695626284,39.127938642789395,34.89108556772974,31.141830516100548,27.885135975791925,25.073072674647282,22.60963584472472,20.382493423917257,18.305343877176803,15.649087302961915
